基金名稱,名次,券商,總手續費,總手續費占比,交易金額,股票手續費,平均手續費率,投信,主基金名稱
復華全球金融股票入息主動式ETF基金 (基金之配息來源可能為收益平準金且該基金並無保證收益及配息),3,國泰綜合證券,2254061,13.14%,1884078825,2254061,0.12%,復華投信,復華全球金融股票入息主動式ETF基金
復華全球金融股票入息主動式ETF基金 (基金之配息來源可能為收益平準金且該基金並無保證收益及配息),4,JEFFERIES & CO.,2058522,12.00%,1730147448,2058522,0.12%,復華投信,復華全球金融股票入息主動式ETF基金
復華全球金融股票入息主動式ETF基金 (基金之配息來源可能為收益平準金且該基金並無保證收益及配息),5,BTIG,1471932,8.58%,905608925,1471932,0.16%,復華投信,復華全球金融股票入息主動式ETF基金
復華全球金融債券入息主動式ETF基金 (本基金有一定比重得投資於非投資等級之高風險債券且本基金並無保證收益及配息),1,Jane Street Financial Limited,0,0.00%,0,0,0.00%,復華投信,復華全球金融債券入息主動式ETF基金
復華全球金融債券入息主動式ETF基金 (本基金有一定比重得投資於非投資等級之高風險債券且本基金並無保證收益及配息),2,SinoPac Securities (Asia),413207,36.61%,413206845,413207,0.10%,復華投信,復華全球金融債券入息主動式ETF基金
復華全球金融債券入息主動式ETF基金 (本基金有一定比重得投資於非投資等級之高風險債券且本基金並無保證收益及配息),3,Barclays Bank PLC LONDON,0,0.00%,0,0,0.00%,復華投信,復華全球金融債券入息主動式ETF基金
復華全球金融債券入息主動式ETF基金 (本基金有一定比重得投資於非投資等級之高風險債券且本基金並無保證收益及配息),4,Susquehanna Financial Group， LLLP,0,0.00%,0,0,0.00%,復華投信,復華全球金融債券入息主動式ETF基金
復華全球金融債券入息主動式ETF基金 (本基金有一定比重得投資於非投資等級之高風險債券且本基金並無保證收益及配息),5,CITIGROUP,0,0.00%,0,0,0.00%,復華投信,復華全球金融債券入息主動式ETF基金
復華全球未來50主動式ETF基金,1,富邦證券,2664406,17.31%,2633523430,2664406,0.10%,復華投信,復華全球未來50主動式ETF基金
復華全球未來50主動式ETF基金,2,SinoPac Securities (Asia),2362240,15.34%,2288028403,2362240,0.10%,復華投信,復華全球未來50主動式ETF基金
復華全球未來50主動式ETF基金,3,大和國泰證券,2029543,13.18%,2029543518,2029543,0.10%,復華投信,復華全球未來50主動式ETF基金
復華全球未來50主動式ETF基金,4,元大證券,983445,6.39%,1169632956,983445,0.08%,復華投信,復華全球未來50主動式ETF基金
復華全球未來50主動式ETF基金,5,凱基證券,1085646,7.05%,1114473162,1085646,0.10%,復華投信,復華全球未來50主動式ETF基金
復華台灣菁英50指數基金,1,宏遠證券,181498,19.83%,181521950,181498,0.10%,復華投信,復華台灣菁英50指數基金
復華台灣菁英50指數基金,2,凱基證券,171116,18.69%,171128850,171116,0.10%,復華投信,復華台灣菁英50指數基金
復華台灣菁英50指數基金,3,統一綜合證券,170149,18.59%,170160700,170149,0.10%,復華投信,復華台灣菁英50指數基金
復華台灣菁英50指數基金,4,群益金鼎證券,167874,18.34%,167886950,167874,0.10%,復華投信,復華台灣菁英50指數基金
復華台灣菁英50指數基金,5,富邦證券,165018,18.03%,165030450,165018,0.10%,復華投信,復華台灣菁英50指數基金
復華全球創新金融指數基金,1,SinoPac Securities (Asia),517503,40.22%,517503893,517503,0.10%,復華投信,復華全球創新金融指數基金
復華全球創新金融指數基金,2,富邦證券,431423,33.53%,421827024,431423,0.10%,復華投信,復華全球創新金融指數基金
復華全球創新金融指數基金,3,國泰綜合證券,337716,26.25%,331382005,337716,0.10%,復華投信,復華全球創新金融指數基金
復華全球創新金融指數基金,4,nan,0,0.00%,0,0,0.00%,復華投信,復華全球創新金融指數基金
復華全球創新金融指數基金,5,nan,0,0.00%,0,0,0.00%,復華投信,復華全球創新金融指數基金
復華全球AI動力成長指數基金,1,SinoPac Securities (Asia),938041,34.32%,938041334,938041,0.10%,復華投信,復華全球AI動力成長指數基金
復華全球AI動力成長指數基金,2,國泰綜合證券,777698,28.46%,765082595,777698,0.10%,復華投信,復華全球AI動力成長指數基金
復華全球AI動力成長指數基金,3,富邦證券,803056,29.38%,705360397,803056,0.11%,復華投信,復華全球AI動力成長指數基金
復華全球AI動力成長指數基金,4,凱基證券,155017,5.67%,155017500,155017,0.10%,復華投信,復華全球AI動力成長指數基金
復華全球AI動力成長指數基金,5,宏遠證券,53990,1.98%,53990000,53990,0.10%,復華投信,復華全球AI動力成長指數基金
復華全球大趨勢基金,1,SinoPac Securities (Asia),13792159,12.59%,13068051065,13792159,0.11%,復華投信,復華全球大趨勢基金
復華全球大趨勢基金,2,大和國泰證券,10703915,9.77%,10655550471,10703915,0.10%,復華投信,復華全球大趨勢基金
復華全球大趨勢基金,3,富邦證券,9002358,8.22%,8069844200,9002358,0.11%,復華投信,復華全球大趨勢基金
復華全球大趨勢基金,4,凱基證券,6007419,5.48%,5920228765,6007419,0.10%,復華投信,復華全球大趨勢基金
復華全球大趨勢基金,5,元大證券,5638909,5.15%,5493494872,5638909,0.10%,復華投信,復華全球大趨勢基金
復華華人世紀基金,1,富邦證券,36632571,13.33%,33547432106,36632571,0.11%,復華投信,復華華人世紀基金
復華華人世紀基金,2,SinoPac Securities (Asia),27131815,9.87%,24863774627,27131815,0.11%,復華投信,復華華人世紀基金
復華華人世紀基金,3,大和國泰證券,19153349,6.97%,19031193365,19153349,0.10%,復華投信,復華華人世紀基金
復華華人世紀基金,4,華南永昌綜合證券,19039868,6.93%,17774141907,19039868,0.11%,復華投信,復華華人世紀基金
復華華人世紀基金,5,海通國際證券,11096680,4.04%,15381204219,11096680,0.07%,復華投信,復華華人世紀基金
復華人生目標基金,1,永豐金證券,9102379,17.44%,9102900601,9102379,0.10%,復華投信,復華人生目標基金
復華人生目標基金,2,富邦證券,7082078,13.57%,7082803350,7082078,0.10%,復華投信,復華人生目標基金
復華人生目標基金,3,元大證券,7090005,13.58%,6935652634,6935005,0.10%,復華投信,復華人生目標基金
復華人生目標基金,4,群益金鼎證券,6700884,12.84%,6701375260,6700884,0.10%,復華投信,復華人生目標基金
復華人生目標基金,5,凱基證券,6469312,12.39%,5922715400,5922312,0.10%,復華投信,復華人生目標基金
復華傳家基金,1,富邦證券,2784829,16.85%,2784851632,2784829,0.10%,復華投信,復華傳家基金
復華傳家基金,2,群益金鼎證券,2319250,14.04%,2319272900,2319250,0.10%,復華投信,復華傳家基金
復華傳家基金,3,永豐金證券,2144158,12.98%,2144183100,2144158,0.10%,復華投信,復華傳家基金
復華傳家基金,4,凱基證券,2000334,12.11%,1750343500,1750334,0.10%,復華投信,復華傳家基金
復華傳家基金,5,元大證券,1612646,9.76%,1522671296,1522646,0.10%,復華投信,復華傳家基金
復華數位經濟基金,1,群益金鼎證券,3429926,14.77%,3430004700,3429926,0.10%,復華投信,復華數位經濟基金
復華數位經濟基金,2,統一綜合證券,2592247,11.16%,2592308500,2592247,0.10%,復華投信,復華數位經濟基金
復華數位經濟基金,3,富邦證券,2351482,10.13%,2351588000,2351482,0.10%,復華投信,復華數位經濟基金
復華數位經濟基金,4,永豐金證券,2158169,9.29%,2158234200,2158169,0.10%,復華投信,復華數位經濟基金
復華數位經濟基金,5,元大證券,2082328,8.97%,2082380000,2082328,0.10%,復華投信,復華數位經濟基金
復華傳家二號基金,1,永豐金證券,12748089,16.88%,12748624087,12748089,0.10%,復華投信,復華傳家二號基金
復華傳家二號基金,2,群益金鼎證券,9025065,11.95%,9025299650,9025065,0.10%,復華投信,復華傳家二號基金
復華傳家二號基金,3,凱基證券,9305980,12.32%,8498245590,8497980,0.10%,復華投信,復華傳家二號基金
復華傳家二號基金,4,元大證券,8058656,10.67%,7831360100,7831156,0.10%,復華投信,復華傳家二號基金
復華傳家二號基金,5,富邦證券,7130704,9.44%,7130985910,7130704,0.10%,復華投信,復華傳家二號基金
復華中小精選基金,1,永豐金證券,6168612,14.34%,6168659600,6168612,0.10%,復華投信,復華中小精選基金
復華中小精選基金,2,凱基證券,5462016,12.70%,5462037600,5462016,0.10%,復華投信,復華中小精選基金
復華中小精選基金,3,元大證券,4521784,10.51%,4521801200,4521784,0.10%,復華投信,復華中小精選基金
復華中小精選基金,4,統一綜合證券,4137534,9.62%,4137574000,4137534,0.10%,復華投信,復華中小精選基金
復華中小精選基金,5,群益金鼎證券,3932151,9.14%,3932162440,3932151,0.10%,復華投信,復華中小精選基金
復華全方位基金,1,富邦證券,4752977,14.11%,4753001800,4752977,0.10%,復華投信,復華全方位基金
復華全方位基金,2,永豐金證券,4740785,14.08%,4740818385,4740785,0.10%,復華投信,復華全方位基金
復華全方位基金,3,元大證券,4515406,13.41%,4515423800,4515406,0.10%,復華投信,復華全方位基金
復華全方位基金,4,群益金鼎證券,4312876,12.81%,4312909000,4312876,0.10%,復華投信,復華全方位基金
復華全方位基金,5,犇亞證券,3530654,10.48%,3530705500,3530654,0.10%,復華投信,復華全方位基金
復華全球原物料基金,1,大和國泰證券,2319503,13.53%,2290015291,2319503,0.10%,復華投信,復華全球原物料基金
復華全球原物料基金,2,MIZUHO SECURITIES,1481731,8.64%,1384315635,1481731,0.11%,復華投信,復華全球原物料基金
復華全球原物料基金,3,SinoPac Securities (Asia),1342646,7.83%,1153220849,1342646,0.12%,復華投信,復華全球原物料基金
復華全球原物料基金,4,國泰綜合證券,1188649,6.93%,1041379978,1188649,0.11%,復華投信,復華全球原物料基金
復華全球原物料基金,5,JEFFERIES & CO.,1242583,7.25%,996202310,1242583,0.12%,復華投信,復華全球原物料基金
復華大中華中小策略基金,1,國泰綜合證券,458331,13.82%,456356894,458331,0.10%,復華投信,復華大中華中小策略基金
復華大中華中小策略基金,2,元大證券,441432,13.32%,440097058,441432,0.10%,復華投信,復華大中華中小策略基金
復華大中華中小策略基金,3,玉山綜合證券,381587,11.51%,381631500,381587,0.10%,復華投信,復華大中華中小策略基金
復華大中華中小策略基金,4,富邦證券,312506,9.43%,308180864,312506,0.10%,復華投信,復華大中華中小策略基金
復華大中華中小策略基金,5,永豐金證券,269704,8.14%,269739200,269704,0.10%,復華投信,復華大中華中小策略基金
復華東協世紀基金,1,富邦證券,96417,11.87%,84942209,96417,0.11%,復華投信,復華東協世紀基金
復華東協世紀基金,2,國泰綜合證券,111807,13.76%,70200641,111807,0.16%,復華投信,復華東協世紀基金
復華東協世紀基金,3,大和國泰證券,75246,9.26%,69297354,75246,0.11%,復華投信,復華東協世紀基金
復華東協世紀基金,4,SinoPac Securities (Asia),64216,7.90%,61727774,64216,0.10%,復華投信,復華東協世紀基金
復華東協世紀基金,5,JEFFERIES & CO.,60535,7.45%,55811600,60535,0.11%,復華投信,復華東協世紀基金
復華滬深300 A股基金,1,CITICS 香港中信証券,121965,59.32%,152455938,121965,0.08%,復華投信,復華滬深300 A股基金
復華滬深300 A股基金,2,CICC,39568,19.24%,39568361,39568,0.10%,復華投信,復華滬深300 A股基金
復華滬深300 A股基金,3,CITIGROUP,24642,11.99%,24642252,24642,0.10%,復華投信,復華滬深300 A股基金
復華滬深300 A股基金,4,QFII 國泰君安證券,13944,6.78%,13943642,13944,0.10%,復華投信,復華滬深300 A股基金
復華滬深300 A股基金,5,Instinet Pacific Ltd,5487,2.67%,5486456,5487,0.10%,復華投信,復華滬深300 A股基金
復華全球消費基金,1,SinoPac Securities (Asia),193247,14.29%,178037089,193247,0.11%,復華投信,復華全球消費基金
復華全球消費基金,2,美林證券,132404,9.79%,123398290,132404,0.11%,復華投信,復華全球消費基金
復華全球消費基金,3,Goldman Sachs International,19867,1.47%,120367100,19867,0.02%,復華投信,復華全球消費基金
復華全球消費基金,4,JEFFERIES & CO.,118121,8.73%,98848502,118121,0.12%,復華投信,復華全球消費基金
復華全球消費基金,5,元大韓國,90763,6.71%,85872238,90763,0.11%,復華投信,復華全球消費基金
復華美國新星基金,1,SinoPac Securities (Asia),4087701,14.57%,3902465853,4087701,0.10%,復華投信,復華美國新星基金
復華美國新星基金,2,大和國泰證券,2673896,9.53%,2657209317,2673896,0.10%,復華投信,復華美國新星基金
復華美國新星基金,3,Goldman Sachs International,668080,2.38%,2460130980,668080,0.03%,復華投信,復華美國新星基金
復華美國新星基金,4,國泰綜合證券,2315626,8.25%,2262467657,2315626,0.10%,復華投信,復華美國新星基金
復華美國新星基金,5,JEFFERIES & CO.,2155933,7.68%,2062591901,2155933,0.10%,復華投信,復華美國新星基金
復華中國新經濟平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),1,大和國泰證券,2976566,10.23%,2949212472,2976566,0.10%,復華投信,復華中國新經濟平衡基金
復華中國新經濟平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2,富邦證券,2987380,10.27%,2923846387,2987380,0.10%,復華投信,復華中國新經濟平衡基金
復華中國新經濟平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),3,SinoPac Securities (Asia),2627659,9.03%,2462653517,2627659,0.11%,復華投信,復華中國新經濟平衡基金
復華中國新經濟平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),4,統一綜合證券,2338549,8.04%,2300634577,2338549,0.10%,復華投信,復華中國新經濟平衡基金
復華中國新經濟平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),5,興證國際,2078994,7.14%,2078994525,2078994,0.10%,復華投信,復華中國新經濟平衡基金
復華中國新經濟A股基金,1,國金證券,3176815,12.47%,3176815215,3176815,0.10%,復華投信,復華中國新經濟A股基金
復華中國新經濟A股基金,2,QFII興業證券,2815260,11.05%,2815188582,2815260,0.10%,復華投信,復華中國新經濟A股基金
